OBJECTID,Facility_N,Type,Owner,County,Sub_County,Division,Location,Sub_Locati,Constituen,Nearest_To,Latitude,Longitude
8170,Rangwe (SDA) Dispensary,Dispensary,Christian Health Association of Kenya,Homa Bay,Homa Bay,Rangwe,West Gem,Kamagawi,RANGWE,Rangwe,-0.59816,34.5836
8171,Rangwe Sub-District Hospital,District Hospital,Ministry of Health,Homa Bay,Homa Bay,Rangwe,West Gem,Kamagawi,RANGWE,Rangwe,-0.60106,34.58135
8172,Ranje Dispensary,Dispensary,Ministry of Health,Bungoma,Bungoma South,Kanduyi,East Bukusu,West Sanga'lo,KANDUYI,Ranje Market,0.57568,34.55689
8173,Rapando VCT,VCT Centre (Stand-Alone),Other Public Institution,Migori,Uriri,Uriri,North Kanyamkago,Katieno 1,URIRI,Rapogi Market Center,-0.90966,34.47401
8174,Rapcom Nursing and Maternity Home,Nursing Home,Private Enterprise (Institution),Migori,Awendo,Awendo,Central Sakwa,Kombok,RONGO,Awendo,-0.81296,34.56866
8175,Rapha Afya Medical Clinic (Kirinyaga),Medical Clinic,Private Practice - Clinical Officer,Kirinyaga,Kirinyaga Central,Central,Kerugoya,Kaitheri,KERUGOYA/KUTUS,Kerugoya,-0.50524,37.28034
8176,Rapha Hospital,Nursing Home,Private Practice - General Practitioner,Makueni,Makueni,Wote,Wote,Unoa,MAKUENI,Wote,-1.7835,37.6287
8177,Rapha Maternity (Nakuru Central),Maternity Home,Private Practice - Nurse / Midwife,Nakuru,Nakuru,Municipality,Lake Nakuru,Viwanda,NAKURU TOWN,Nakuru Town,-0.30108,36.12837
8178,Rapha Medical Centre,Medical Clinic,Private Enterprise (Institution),Trans Nzoia,Trans Nzoia West,Central,Municipality,Municipality,SABOTI,Kitale,1.01404,35.00696
8179,Rapha Medical Clinic,Medical Clinic,Private Practice - General Practitioner,Nairobi,Dagoretti North,Riruta,Riruta,Satelite,DAGORETTI NORTH,Near 4 w stage,-1.29237,36.73484
8180,Rapha Medical Clinic-Makindu,Medical Clinic,Other Faith Based,Makueni,Makindu,Makindu,Makindu,Manyatta,KIBWEZI,Makindu upper Market,-2.279,37.82044
8181,Rapha Mission Clinic,Medical Clinic,Christian Health Association of Kenya,Nairobi,Kamukunji,Bahati,Bahati,bahati,KAMUKUNJI,Bahati,-1.2875,36.86501
8182,Raphamed Health Care Services,Medical Clinic,Private Practice - Unspecified,Machakos,Kathiani, , , ,KATHIANI, ,-1.2965,36.98358
8183,Raphica Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,Kangundo,Kakuyuni,Kathaana,Kathaana,KANGUNDO,Kangundo,-1.30784,37.30953
8184,Rapsu Dispensary,Dispensary,Ministry of Health,Isiolo,Garbatula,Kinna,Rapsu,Rapsu,ISIOLO SOUTH,Rapsu,0.2577,38.24428
8185,Rariw Dispensary,Dispensary,Ministry of Health,Homa Bay,Homa Bay,Rangwe,Central Gem,Kajulu,RANGWE,Asumbi,-0.58085,34.61745
8186,Raruowa Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Homa Bay,Rachuonyo North,West Karachuonyo,Koyugi, ,KARACHUONYO,Kandiege Market,-0.41175,34.55658
8187,Ratta Health Centre,Health Centre,Ministry of Health,Kisumu,Seme,Maseno,Otwenya,North Rata,KISUMU RURAL,Ratta Market,-0.04529,34.53948
8188,Rau Dispensary,Dispensary,Ministry of Health,Murang'a,Mathioya,Mathioya,Kamacharia, ,MATHIOYA,kamacharia shoping centre,-0.6097,37.00572
8189,Ravine Glory Health Care Services,Medical Clinic,Private Practice - Clinical Officer,Baringo,Koibatek,Eldama Ravine,Eldama Ravine,Ravine Town,ELDAMA RAVINE,Along Market Road,0.05334,35.72475
8190,Ravine Medical and ENT Clinic,Medical Clinic,Private Practice - Clinical Officer,Baringo,Koibatek,Eldama Ravine,Ravine,Ravine,ELDAMA RAVINE,Eldama Ravine,0.04998,35.72479
8191,Rawana Dispensary,Dispensary,Ministry of Health,Marsabit,Sololo,Uran,Rawana,Rawana,MOYALE,Sololo,3.34738,38.47037
8192,Ray Comprehensive Youth Centre (Kanco),VCT Centre (Stand-Alone),Private Practice - Unspecified,Machakos,Athi River,Athi River, , ,KATHIANI,Athi River,-1.39303,36.9378
8193,Ray of Hope Health Centre,Health Centre,Private Enterprise (Institution),Nairobi,Dagoretti North,Dagoretti,Kawangware, ,DAGORETTI NORTH,Nairobi,-1.27974,36.7414
8194,Ray Youth Consortium VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Machakos,Athi River,Athi River,Mlolongo,Mlolongo,KATHIANI,Mlolongo,-1.39298,36.93784
8195,Raya Dispensary,Dispensary,Ministry of Health,Garissa,Garissa,Sankuri,Raya,Raya,DUJIS,Garissa,-0.36202,39.60799
8196,Rays Clinette,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,Kikuyu,Kabete,Nyathuna,Nyathuna,KABETE,Gikuni,-1.19596,36.6963
8197,Rays International Clinic Kariobangi,Medical Clinic,Community,Nairobi,Embakasi West,Kariobangi,Kariobangi South,Kariobangi South,EMBAKASI WEST,Kariobangi Jua Kali,-1.26584,36.88161
8198,Rea Vipingo Dispensary,Medical Clinic,Company Medical Service,Kilifi,Kilifi South,Kikambala,Junju,Vipingo,BAHARI,Vipingo,-3.82222,39.79516
8199,Reachout Centre Trust,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kwale,Msambweni,Diani,Diani,Bongwe Gombato,MSAMBWENI,Ukunda,-4.5234,39.3465
8200,Real Healthcare Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Nakuru,Nakuru,Nakuru Muncipality,Afraha,Langa Langa,NAKURU TOWN,Racecourse,-0.30746,36.07185
8201,Real I P M Company Clinic,Medical Clinic,Private Enterprise (Institution),Murang'a,Gatanga,Samuru,Muthuri,Gathambara,GATANGA,Thika,-1.02906,37.03688
8202,Reale Medical Clinic,Medical Clinic,Private Enterprise (Institution),Uasin Gishu,Eldoret West,Soy,Kibulgeny,Kamukunji,ELDORET NORTH,Eldoret Town,0.51781,35.27517
8203,Rebeko Dispensary,Dispensary,Ministry of Health,Baringo,Baringo North, , , ,BARINGO NORTH, ,0.67191,35.8252
8204,Recovery Medical Clinic (Kariobangi South),Medical Clinic,Private Practice - General Practitioner,Nairobi,Embakasi West,Kariobangi south,Kariobangi south,Kwa mbao,EMBAKASI WEST,Dandora phase 1,-1.2626,36.88624
8205,Reddys Medical Clinic,Dispensary,Private Practice - Nurse / Midwife,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso Central,Shihunzu,LURAMBI,Ikonyero,0.28014,34.71871
8206,Redeemed Gospel Church VCT,VCT Centre (Stand-Alone),Christian Health Association of Kenya,Tharaka Nithi,Meru South,Chuka,Karingani,Kiangondu,THARAKA,Chuka,-0.33059,37.65416
8207,Redeemed Medical Clinic,Dispensary,Christian Health Association of Kenya,Machakos,Kangundo,Kangundo,Kangundo,Kangundo,KANGUNDO,Kangundo Market,-1.30367,37.35096
8208,Redemeed Health Centre,Health Centre,Ministry of Health,Nairobi,Ruaraka,Roysambu,Kahawa, ,RUARAKA,Nairobi,-1.24425,36.88508
8209,Redland Roses Ltd Clinic,Medical Clinic,Private Enterprise (Institution),Kiambu,Ruiru,Ruiru,Ruiru,Ruiru,JUJA,Ruiru,-1.14164,36.91644
8210,Regional Blood Transfusion Center (Coast),Regional Blood Transfusion Centre,Ministry of Health,Mombasa,Mvita,Island,Tononoka,Tononoka,MVITA,Bondeni-Marikiti,-4.02796,39.68619
8211,Regional Blood Transfusion Centre (Embu),Regional Blood Transfusion Centre,Ministry of Health,Embu,Manyatta,Central,Municipality,Njukiiri,MANYATTA,Embu,-0.52533,37.45277
8212,Rehema Children Medical Clinic Lodwar,Medical Clinic,Private Practice - Clinical Officer,Turkana,Turkana Central,Central,Lodwar Town,Nakwamekwi,TURKANA CENTRAL,Lodwar,3.12234,35.60031
8213,Rehema Dental Health,Dental Clinic,Private Enterprise (Institution),Kajiado,Kajiado North,Ngong,Ongata Rongai,Ongata Rongai,KAJIADO NORTH,Ongata Rongai,-1.39607,36.7559
8214,Rehema MC (Top Station-Kitale),Medical Clinic,Private Practice - Nurse / Midwife,Trans Nzoia,Trans Nzoia West,Central,Milimani,Milimani,SABOTI,Kitale,0.99258,35.0195
8215,Rehema Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,Murang'a,Kiharu,Kiharu,Gaturi,Gathukiini,KIHARU,Muranga,-0.631256,37.0472
8216,Rehema Medical Clinic,Medical Clinic,Private Practice - Unspecified,Kiambu,Limuru,Limuru,Kiawaroga,Kiawaroga,LIMURU,Muna,-1.097147,36.702896
8217,Rehema VCT Centre,VCT Centre (Stand-Alone),Other Public Institution,Vihiga,Hamisi,Shaviringa,Shaviringa,Shiru,HAMISI, ,0.12859,34.8596
8218,Rehoboth Maternity and Nursing Home,Nursing Home,Private Practice - General Practitioner,Kitui,Mwingi East,Nuu,Nuu,Ngaani,MWINGI SOUTH,Nuu Town,-1.05282,38.364411
8219,Rei Dispensary,Dispensary,Ministry of Health,Meru,Tigania West,Mituntu,Rei,Mumui,TIGANIA WEST,Kianjai,0.17018,37.78195
8220,Reinha Rosary Medical Clinic (Githunguri),Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Nairobi,Embakasi West,Ruai,Ruai,Githunguri,EMBAKASI WEST,Githunguri,-1.28575,36.98476
8221,Rejoice Medical Clinic Lusiola,Medical Clinic,Private Practice - Nurse / Midwife,Vihiga,Vihiga,vihiga,South Maragoli,Idereri,VIHIGA,Lusiola-off Majengo-Luanda Road,0.01765,34.69858
8222,Rekeke Model Health Centre,Health Centre,Ministry of Health,Taita Taveta,Taveta,Jipe,Kimala,Rekeke,TAVETA,Taveta,-3.42811,37.73319
8223,Reliable Medical Health Services,Medical Clinic,Private Practice - Nurse / Midwife,Nairobi,Embakasi West,Embakasi West,Umoja,Donholm,EMBAKASI WEST,Donholm,-1.17153,36.53264
8224,Reliance Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Samburu,Samburu Central,Kirisia,Maralal,Maralal,SAMBURU WEST,Maralal Town,1.09564,36.69554
8225,Relief Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Siaya,Bondo,Maranda,Bondo Township,Barkowino,BONDO,Bondo town area,0.09862,34.27522
8226,Remba Dispensary,Dispensary,Ministry of Health,Homa Bay,Mbita,Mfangano,Mfangano North,Soklo North,MBITA,Sena,-0.56106,33.9279
8227,Remedy Laboratory Services,Medical Clinic,Private Enterprise (Institution),Nyeri,Nyeri Central, , , ,NYERI TOWN, ,-0.42216,36.94853
8228,Remer Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,Meru Central,Abothuguchi West, , ,CENTRAL IMENTI, ,-0.00258,37.74556
8229,Remla Medical Clinic (Dandora),Medical Clinic,Private Practice - General Practitioner,Nairobi,Embakasi North,Dandora,Dandora,Dandora phase 4,KASARANI,Dandora,-1.24282,36.91198
8230,Remot Dispensary,Dispensary,Ministry of Health,Samburu,Samburu East,Waso,Waso West,Remot,SAMBURU EAST,Nkutuk  Engiron,1.5816,37.2664
8231,Renguti (PCEA) Women's Guild Clinic,Medical Clinic,Other Faith Based,Kiambu,Kikuyu,Kikuyu,Kikuyu,Karai,KABETE,Kamangu,-1.23348,36.6085
8232,Rera Dispensary,Dispensary,Ministry of Health,Siaya,Gem,Wagai,South Gem,Rera,GEM,Aluor Market,-0.00521,34.448
8233,Rescue Centre (Thika),Dispensary,Other Public Institution,Kiambu,Thika West,Thika Municipality,Thika,Komu,JUJA,Thika,-1.05914,37.13305
8234,Reuben Mukuru Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nairobi,Embakasi South,Mukurui,Imara Daima,Imara Daima,EMBAKASI SOUTH,Nairobi,-1.31601,36.86947
8235,Reusse Troyer Health Centre,Health Centre,Christian Health Association of Kenya,Migori,Migori,Suba East,God Jope,Manyatta,MIGORI,Godjope,-1.0484,34.50899
8236,Review Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kiambu,Ruiru,Juja,Kalimoni,Kalimoni,JUJA,Muigai Inn,-1.12847,37.00693
8237,Revival Baptist VCT Centre,VCT Centre (Stand-Alone),Other Faith Based,Nakuru,Naivasha,Naivasha,Sokoni,Sokoni,NAIVASHA,Naivasha,-0.72107,36.4423
8238,Revival Home Based Care Clinic,Health Centre,Other Faith Based,Nairobi,Kibra,Kibra,Sarang'ombe,Soweto East,KIBRA,Otiende Shopping center,-1.31562,36.7754
8239,Rgc Jipe Moyo Dispensary,Dispensary,Christian Health Association of Kenya,Nairobi,Dagoretti North,Dagoretti North,Waithaka, ,DAGORETTI NORTH,Nairobi,-1.2901,36.7147
8240,Rhamu Sub-District Hospital,Sub-District Hospital,Ministry of Health,Mandera,Mandera North,Rhamu,Rhamu Town,Rhamu,MANDERA CENTRAL,Mandera East,3.93331,41.22527
8241,Rhamudimtu Health Centre,Health Centre,Ministry of Health,Mandera,Mandera North,Rhamudimtu,Rhamudimtu,Rhamudimtu,MANDERA CENTRAL,Rhamu,4.01832,41.06617
8242,Rhein Valley Hospital,Other Hospital,Non-Governmental Organizations,Nakuru,Gilgil,Gilgil,Gilgil,Mbaruk,NAIVASHA,Gilgil,-0.36591,36.24343
8243,Rheno Medicare Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nandi,Nandi South,Aldai,Kemeloi,Chebara,ALDAI,Serem,0.07786,34.88101
8244,Rhodes Chest Clinic,Dispensary,Local Authority,Nairobi,Starehe,Central,Central Business District, ,STAREHE,Nairobi,-1.28925,36.82191
8245,Rhonda Dispensary and Maternity,Dispensary,Ministry of Health,Nakuru,Nakuru,Municipality,Kaptemwo,Rhonda,NAKURU TOWN,Near Soko mjinga,-0.30494,36.05523
8246,Riabai Dispensary,Dispensary,Ministry of Health,Kiambu,Kiambu,Kiambaa,Riabai,Riabai,KIAMBAA,Kiambu,-1.15619,36.83831
8247,Riachina Dispensary,Dispensary,Ministry of Health,Embu,Mbeere South,Gachoka,Mutuobare,Kindaruma,GACHOKA,Mutuobare,-0.79899,37.81988
8248,Riakanau Dispensary,Dispensary,Ministry of Health,Embu,Mbeere South,Mwea,Riakanau,Riakanau,GACHOKA,Riakanau,-0.83418,37.38676
8249,Riakinaro Health Centre,Health Centre,Ministry of Health,Nyamira,Nyamira,Nyamira,Bonyamatuta Masaba,Kebirigo,WEST MUGIRANGO,Kebirigo,-0.60655,34.95719
8250,Riakithiga Dispensary,Dispensary,Ministry of Health,Kirinyaga,Kirinyaga East,Gichugu,Kabare,Mikarara,GICHUGU,Riakithiga Shopping Centre,-0.52383,37.31131
8251,Riakworo Dispensary,Dispensary,Christian Health Association of Kenya,Nyamira,North Masaba,Gesima,Gesima,Riamoni,KITUTU MASABA,Gesima,-0.691942,34.9921
8252,Riana Health Centre,Health Centre,Ministry of Health,Kisii,Kisii South,Igonga,Riana,Nyamwari,BONCHARI,Riana Mkt,-0.65744,34.66423
8253,Riandu Dispensary,Dispensary,Ministry of Health,Embu,Mbeere North,Siakago,Nthawa,Riandu,SIAKAGO,Siakago,-0.542293,37.6198
8254,Rianyambweke (Nyamira North),Dispensary,Ministry of Health,Nyamira,Nyamira North, , , ,NORTH MUGIRANGO, ,0.49196,34.96354
8255,Riat Dispensary,Dispensary,Ministry of Health,Kisumu,Kisumu West,Maseno,West Kisumu,North Kapuonja,KISUMU RURAL,Daranja Mbili Market,-0.02097,34.66381
8256,Riat Dispensary (Migori),Dispensary,Ministry of Health,Migori,Nyatike,Karungu,Central Karungu,Raga,NYATIKE,Sori,-0.8362,34.22965
8257,Riba Dispensary,Dispensary,Ministry of Health,Wajir,Wajir East,Wajir Bor,Riba,Riba,WAJIR EAST,Riba Village,1.87798,40.62823
8258,Ribe Dispensary,Dispensary,Ministry of Health,Kilifi,Rabai,Kaloleni,Ribe,Chauringo,KALOLENI,Kaloleni,-3.88517,39.63157
8259,Riechieri Health Centre,Health Centre,Ministry of Health,Nyamira,Nyamira North,Ekerenyo,Obwari,Bokurati I,NORTH MUGIRANGO,Ekerenyo,-0.51133,34.99915
8260,Rietago Dispensary,Dispensary,Ministry of Health,Nyamira,Borabu,Esise,Esise,Manga/Raitigo,NORTH MUGIRANGO,Manga,-0.86198,35.01653
8261,Riflot Medical Centre,Other Hospital,Private Enterprise (Institution),Taita Taveta,Voi,Voi,Voi,Mwangea,VOI,Voi,-3.39303,38.55819
8262,Riflot Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Mombasa,Changamwe,Changamwe,Jomvu,Jomvu,CHANGAMWE,Mombasa,-4.00619,39.62843
8263,Right Choice Clinic,Medical Clinic,Private Enterprise (Institution),Meru,Buuri,Kibirichia Division,Kiamiogo,Kienine,CENTRAL IMENTI,Kibirichia Market,0.09236,37.51845
8264,Rigoko Dispensary,Dispensary,Ministry of Health,Nyamira,Borabu,Nyansiongo,Nyansiongo,Nyansiongo/Gesima,NORTH MUGIRANGO,Kijauri,-0.80516,34.99954
8265,Rigoma Dispensary,Dispensary,Ministry of Health,Nyamira,North Masaba,Rigoma,East Kitutu,Biticha,KITUTU MASABA,Rigoma,-0.681396,34.9535
8266,Rikendo Dispensary,Dispensary,Ministry of Health,Kisii,Kisii Central,Keumbu,Ibeno,Kabosi,NYARIBARI CHACHE,Nyanturago,-0.79947,34.84542
8267,Rikenye Dispensary (Masaba),Dispensary,Ministry of Health,Nyamira,North Masaba,Rigoma,Embaro,Rikenye,KITUTU MASABA,Keroka,-0.74649,34.94432
8268,Rimaal Medical Laboratory,Laboratory (Stand-alone),Private Practice - Unspecified,Nairobi,Starehe,Central,Central,Central,STAREHE,City Market,-1.28567,36.83002
8269,Rimoi Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,Keiyo,Tambach,Keu,Rimoi,KEIYO NORTH,Iten,0.63014,35.56927
8270,Rinah Health Consultants,Medical Clinic,Private Practice - Medical Specialist,Nairobi,Starehe,central,Central,c,STAREHE,CBD,-1.28799,36.82763
8271,Ringa Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Homa Bay,Rachuonyo South,Kabondo,Kojwach,Kamioro,KASIPUL/KABONDO,Ringa Market,-0.47464,34.8515
8272,Ringiti Dispensary,Dispensary,Ministry of Health,Homa Bay,Mbita,Mfangano,Mfangano West,Wakula North,MBITA,Sena,-0.56106,33.9279
8273,Riokindo Health Centre,Health Centre,Christian Health Association of Kenya,Kisii,Kenyenya,Kenyenya,Machoge Masaba,Nyabitunu,BOMACHOGE,Riokindo,-0.88487,34.7322
8274,Riongige Dispensry,Dispensary,Ministry of Health,Nyamira,Nyamira,Nyamira,Bosamaro Masaba,Kegogi,WEST MUGIRANGO,Kenyenya,-0.60653,34.95718
8275,Riotanchi Health Centre,Health Centre,Ministry of Health,Kisii,Kisii South,Suneka,Bomorenda,Bonyanchaire,BONCHARI,Suneka Mkt,-0.70679,34.71659
8276,Ripples International Dispensary,Dispensary,Other Faith Based,Meru,Imenti North,Mirigamieru East,Chugu,Kithoka,NORTH IMENTI,Meru,0.12759,37.66702
8277,Riria Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,Imenti South,Igoji,Karia,Karia,SOUTH IMENTI,Keria Mkt,-0.21201,37.65603
8278,Rironi Dispensary,Dispensary,Ministry of Health,Kiambu,Limuru,Limuru,Rironi,Rironi,LIMURU,Rironi Market,-1.15355,36.63686
8279,Riruta Health Centre,Dispensary,Local Authority,Nairobi,Dagoretti North,Dagoretti,Kawangware,Kawangware,DAGORETTI NORTH,Chiefs Office,-1.28405,36.74052
8280,Rithika Medical and Counseling Centre,Medical Clinic,Private Practice - Nurse / Midwife,Kiambu,Ruiru,Githurai,Kahawa Wendani,Kahawa Wendani,JUJA,Kahawa Wendani,-1.11864,36.55621
8281,Ritumbe Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kisii,Nyamache,Nyacheki,Rigena,Nyangusu,BOBASI,Nyangusu,-0.91962,34.84671
8282,Riverside Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nyeri,Nyeri Central,Municipality,Mukaro,Marua,NYERI TOWN,Marua,-0.452833,37.0411
8283,Riwo Dispensary,Dispensary,Ministry of Health,Baringo,Baringo Central,Kabarnet,Kituro,Riwo,BARINGO CENTRAL,Kabarnet,0.52067,35.7721
8284,Riyadh Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Siaya,Ugenya,Ukwala,Ukwala,Ukwala,UGENYA,Ukwala Market,0.21003,34.18606
8285,Roadblock Clinic,Medical Clinic,Private Enterprise (Institution),Homa Bay,Ndhiwa,Ndhiwa,West Kanyamwa,Kayambo,NDHIWA,Ndhiwa,-0.72947,34.36915
8286,Roadside Clinic (Kagunduini),Medical Clinic,Private Practice - Nurse / Midwife,Murang'a,Kandara,Kandara,Kagunduini,Gitura,KANDARA,Kenol,-0.93557,37.12092
8287,Roadside Medical Clinic Kiangai,Medical Clinic,Private Practice - Nurse / Midwife,Kirinyaga,Kirinyaga West,Ndia West,Kiini,Kiangai,NDIA,Kiangai,-0.48031,37.17695
8288,Roadway Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Uasin Gishu,Eldoret West,Turbo,Kapsaos,Kapyemit,ELDORET NORTH,Maili Nne,0.56699,35.23315
8289,Robana Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kajiado,Kajiado North,Ngong,Ongata Rongai,Ongata Rongai,KAJIADO NORTH,Ongata Rongai,-1.39607,36.7559
8290,Robins Health Care Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,Igembe South,Maua,Maua,Amwathi,IGEMBE,Maua town,0.23188,37.34003
8291,Robinson Medical Clinic (Manga),Medical Clinic,Private Enterprise (Institution),Nyamira,Manga,Kemera,Kitutu East,Embaro,KITUTU MASABA,Kemera,-0.66495,34.84291
8292,Roborwo Dispensary,Dispensary,Ministry of Health,Bomet,Chepalungu,Siongiroi,Chebunyo,Chebunyo,CHEPALUNGU,Chebunyo,-0.981618,35.175958
8293,Rocco Dispensary,Dispensary,Ministry of Health,Nakuru,Naivasha,Naivasha,Malewa,Tarambete,NAIVASHA,Kasarani shopping centre,-0.72326,36.28215
8294,Rodi Dispensary,Dispensary,Ministry of Health,Kisumu,Seme,Maseno,East Seme,Kajulu Koker,KISUMU RURAL,Paw Akuche Market,-0.1188,34.57262
8295,Roka,Dispensary,Ministry of Health,Tana River,Bura,Bura,Roka,Roka,BURA,Bura,-1.2329,39.96781
8296,Roka Maweni Dispensary,Dispensary,Ministry of Health,Kilifi,Kilifi North,Bahari,Tezo,Roka,BAHARI,Chumani,-3.4436,39.92867
8297,Rolex Medical Clinic,Medical Clinic,Private Enterprise (Institution),Meru,Igembe South,Igembe S W,Athi,Athi,IGEMBE,Athi Mkt,0.17094,37.92065
8298,Roma Medical Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,Kamukunji,Eastleigh North,Eastleigh North,Eastleigh North,KAMUKUNJI,Garissa Lodge,-1.27465,36.85048
8299,Rombo Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kajiado,Loitoktok,Rombo,Rombo,Rombo,KAJIADO SOUTH,Rombo,-3.05975,37.69964
8300,Romieva Medical Centre,Medical Clinic,Non-Governmental Organizations,Nairobi,Embakasi East,Embakasi,Mihan'go,Utawala,EMBAKASI EAST,Embakasi,-1.28843,36.97227
8301,Romieva Medical Centre Tassia,Medical Clinic,Non-Governmental Organizations,Nairobi,Embakasi West,Embakasi,Embakasi,Tassia,EMBAKASI WEST,Tassia,-1.3069,36.89714
8302,Romosha Dispensary,Dispensary,Ministry of Health,Narok,Trans Mara West - Dikirr,Pirrar,Meguara,Romosha,KILGORIS,Romosha Market,-0.91372,34.96585
8303,Rondonin Dispensary,Dispensary,Ministry of Health,Baringo,Baringo North,Kipsaraman,Sibilo,Rondonin,BARINGO NORTH,Kabartonjo,0.71368,35.90026
8304,Rongai Diagnstic Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Kajiado,Kajiado North,Ngong,Ongata Rongai,Ongata Rongai,KAJIADO NORTH,Ongata Rongai,-1.39607,36.7559
